,Unnamed: 0,Event ID,Run ID,Dec,RA,Signalness,MJD,Stream,Cut,Dec err,RA err,TS_1.0e+03,ns_1.0e+03,p_1.0e+03,TS_1.7e+05,ns_1.7e+05,p_1.7e+05,TS_steady,ns_steady,p_steady,ra_steady,dec_steady,gamma_steady
151,151,54200591,128606,-7.48,190.06,0.252,57673.61257692857,GFU,GOLD,5.16,6.24,0.0,0.0,1.0,1.7763568394002505e-15,0.0,0.5764,6.65941151678944,16.893845674567892,0.31525,3.32273013566066,-0.1349303188225559,2.488797476861645
152,152,62194858,128632,23.72,121.42,0.434,57682.30923513319,GFU,BRONZE,3.95,5.54,0.0,0.0,1.0,2.9488683063636536,0.9798385079858261,0.088,8.646967578682654,12.723888381333191,0.06075,2.1390518342439346,0.38770484215161277,2.1058112119298196
153,153,44166050,128651,1.53,119.0,0.376,57688.56969003272,GFU,BRONZE,4.71,5.18,0.0,0.0,1.0,7.0368947230561725,1.5738174640446965,0.0292,5.282707800270583,53.300902996549944,0.32425,2.0398942714779085,0.0076536350511016635,3.0355248671211776
154,154,38561326,128672,12.52,40.87,0.311,57695.38022137248,HESE,BRONZE,1.7599999999999998,1.62,0.0,0.0,1.0,0.0,0.0,1.0,6.301052004027448,5.676876340996853,0.046,0.7201865976099965,0.2184932357620965,1.5900435882254402
155,155,32356079,128755,1.6,78.66,0.504,57709.33199321103,GFU,GOLD,3.69,3.78,0.0,0.0,1.0,0.0,0.0,1.0,9.633065180211627,27.19684280663864,0.04375,1.386418601204866,0.04689218969893401,2.582611642120069
156,156,76992952,128785,-0.11,140.01,0.403,57717.4301438235,GFU,BRONZE,1.61,3.34,0.0,0.0,1.0,0.0,0.0,1.0,2.631280023029948,37.823007833223734,0.36875,2.432893529586654,-0.005208356881161959,4.21686062574487
157,157,26367207,128796,73.27,257.55,0.453,57719.66475003057,GFU,BRONZE,15.670000000000002,65.69,0.0,0.0,1.0,0.19278584437765445,0.6030812706355175,0.9724,,,,,,
158,158,80127519,128906,15.25,46.36,0.38,57732.83796659917,EHE,GOLD,2.01,3.29,0.0,0.0,1.0,1.5569360249561552,0.9126233161237878,0.106,3.9036102379123374,48.06266184910676,0.2285,0.8191646115484187,0.2809762694727616,3.1635542855798637
159,159,17750653,128967,17.78,61.79,0.417,57746.53736344514,GFU,BRONZE,3.02,4.87,0.0,0.0,1.0,0.0,0.0,1.0,1.8950972350196267,22.55134649121677,0.65275,1.0856143695260105,0.30141844383981536,3.071355706912761
160,160,20626582,129020,8.16,309.95,0.535,57758.14192253704,GFU,GOLD,5.34,12.57,0.0,0.0,1.0,0.7179427630720476,0.7239145754109748,0.6236,4.674494687099485,58.72633204785363,0.615,5.488583259054824,0.1305790989812552,3.849751735553079
161,161,66284903,129144,33.2,180.35,0.462,57790.54898658779,GFU,BRONZE,4.01,9.05,0.0,0.0,1.0,0.0,0.0,1.0,16.852146842006515,81.99318940886845,0.00175,3.123350450111393,0.5565147328178925,3.891544327431137
162,162,11436007,129153,16.84,99.67,0.431,57792.12812411078,GFU,BRONZE,3.1500000000000004,5.89,0.0,0.0,1.0,0.0,0.0,1.0,0.8426712634624351,15.930663812323258,0.87,1.7628709856940576,0.2984716519197493,2.697879018572005
163,163,45298080,129154,4.59,92.81,0.328,57792.59523275074,GFU,BRONZE,2.1,2.28,0.0,0.0,1.0,0.0,0.0,1.0,0.41224774553911914,19.14073954753388,0.59875,1.6098453380443976,0.08190639829358579,2.921544793214167
164,164,51118868,129232,4.26,205.09,0.267,57811.06487576161,GFU,BRONZE,2.21,5.85,0.0,0.0,1.0,0.0,0.0,1.0,10.804966302824472,68.16923409016682,0.011,3.5824123721676004,0.07128636791491327,4.096664337684849
165,165,34234803,129267,5.53,155.35,0.254,57820.92487656164,GFU,BRONZE,1.88,3.21,0.0,0.0,1.0,4.915044564659647,2.5432859438932356,0.0188,5.135135376648703,39.64479368908362,0.13475,2.7056913783654055,0.09388787374630884,3.0757048884232767
166,166,80305071,129307,-15.06,98.26,0.242,57833.31412844517,EHE,GOLD,2.24,2.24,0.0,0.0,1.0,0.0,0.0,1.0,0.6190312022387436,10.701241710600987,0.92625,1.7293828697889584,-0.26154518013207967,3.8378395032643735
167,167,59928529,129420,5.53,240.95,0.391,57865.64570820188,GFU,BRONZE,1.84,9.05,0.0,0.0,1.0,0.0,0.0,1.0,4.466240873277597,46.42261452579013,0.37025,4.248505307551125,0.09941463674520629,3.7158641924684326
168,168,58903823,129434,-0.6,5.32,0.383,57870.31372715437,GFU,BRONZE,2.98,9.75,0.0,0.0,1.0,0.0,0.0,1.0,4.543212401465317,37.750172605550354,0.46525,0.05569619051351576,-0.006449909125923967,3.9860581188608704
169,169,21161807,129506,18.6,311.97,0.338,57887.17462612477,GFU,BRONZE,3.2,3.43,0.0,0.0,1.0,0.0,0.0,1.0,2.342966514443501,5.2323217304138545,0.54075,5.461788514189569,0.3527019985490429,2.0970988336157355
170,170,49650572,129506,30.65,227.37,0.553,57887.3001509515,GFU,GOLD,2.39,2.33,0.0,0.0,1.0,0.0,0.0,1.0,1.11481475440487,19.298905574037928,0.4265,3.9638063543508495,0.5296233394121582,3.72789185992344
171,171,51402681,129550,26.49,178.59,0.422,57900.06963858731,GFU,BRONZE,7.27,6.24,0.0,0.0,1.0,0.0,0.0,1.0,9.223466938118996,36.101709909396085,0.07175,3.103146006122894,0.4079534199966352,2.5683385933603526
172,172,8332254,129654,25.08,74.97,0.367,57925.19120971263,GFU,BRONZE,11.77,15.03,0.0,0.0,1.0,2.5962037035540155,1.3271658163701805,0.5024,5.192902523811429,11.267157361652341,0.844,1.3244792564675083,0.48012797427826753,2.2358510556285767
173,173,55886338,129677,8.8,280.99,0.547,57930.51931610766,GFU,GOLD,2.03,4.66,0.0,0.0,1.0,0.0,0.3728154604976454,1.0,4.052841402237476,41.09030041798655,0.16975,4.9183832600311606,0.15593923173233365,3.3499982994717774
174,174,49353375,129701,23.36,230.45,0.602,57938.29260240479,GFU,GOLD,1.99,3.38,0.0,0.0,1.0,0.0,0.0,1.0,0.6990813798787499,7.586287915422596,0.656,4.015961702684608,0.4126536798468221,2.4936227667305646
175,175,67372962,129777,25.16,208.39,0.866,57951.81765905026,GFU,GOLD,2.76,2.86,0.0,0.0,1.0,4.206724229248151,1.874715326854701,0.024,4.196505111919355,4.18186621614148,0.18725,3.6354053562197772,0.4482282270558372,1.9796213357976329
176,176,33565191,129855,4.63,1.1,0.561,57968.08384779975,GFU,GOLD,0.82,6.24,0.0,0.0,1.0,1.6194446256096566,0.8825511781082798,0.1912,1.2931378147225345,24.589607501983508,0.7535,0.06442719309119693,0.07820469193475432,3.344587916993193
177,177,40814378,129878,-2.28,21.27,0.598,57974.59705961282,GFU,GOLD,1.27,1.8,0.0,0.0,1.0,0.0,0.0,1.0,3.3353185404066625,30.500958116789235,0.1535,0.37379014964793933,-0.038738832815600574,3.524037395787763
178,178,72252401,129915,18.88,26.98,0.509,57984.2758042185,GFU,BRONZE,2.21,4.88,0.0,0.0,1.0,1.0305762147893487,0.9364695419713499,0.168,7.111901401324587,51.85170231514532,0.0875,0.48099112567082214,0.31998335634538294,3.3716733852307796
179,179,32926212,129933,12.37,41.92,0.489,57989.5537508031,GFU,GOLD,2.76,6.59,0.0,0.0,1.0,0.0,0.0,1.0,12.555445946889652,4.842552547343466,0.00875,0.7148791113733673,0.21792377103873997,1.434173398261033
180,180,50579430,130033,5.79,77.43,0.631,58018.87118560489,GFU,GOLD,1.05,1.89,0.0,0.0,1.0,0.0,0.0,1.0,1.6339865790569075,17.511193400487517,0.36675,1.3529710549151353,0.09912056165124072,2.747944838886394
181,181,7858514,130034,-2.54,173.45,0.563,58019.0213003793,GFU,GOLD,2.21,4.92,0.0,0.0,1.0,0.0,0.0,1.0,1.0955766386159418,6.0285673850082615,0.6915,3.007985664266456,-0.041373119700430894,2.2772650353289943
182,182,30964247,130092,17.23,132.63,0.37,58032.3078085121,GFU,BRONZE,1.7200000000000002,3.65,0.0,0.0,1.0,0.0,0.0,1.0,3.9692374403314385,59.08136630037021,0.1535,2.2829925959086106,0.29278396625352626,3.933631033950933
183,183,56068624,130126,-15.48,162.91,0.554,58041.06562575943,HESE,GOLD,3.6,4.7,0.0,0.0,1.0,0.0,0.0,1.0,5.277758128989017,19.953213778960126,0.57825,2.865000260221219,-0.30001323070366265,3.240845369624436
184,184,52824390,130172,2.05,294.52,0.337,58054.76477464011,GFU,BRONZE,5.41,6.94,0.0,0.0,1.0,8.704127572404115,1.3555059585641487,0.0136,11.37894685715063,64.75508836941727,0.0295,5.1102914869020015,0.02508823976094838,3.6229621151044853
185,185,17569642,130214,7.44,340.14,0.975,58063.7775372039,GFU,GOLD,0.56,1.24,0.0,0.0,1.0,0.6080375932505735,0.9007484876645648,0.1092,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
186,186,11599241,130220,-20.7,269.65,0.179,58065.75475047243,GFU,BRONZE,0.32,0.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
187,187,84363835,130561,3.92,206.1,0.424,58135.75220559863,HESE,BRONZE,1.49,2.33,0.0,0.0,1.0,0.0,0.0,1.0,8.523170953611206,62.80635159212994,0.0155,3.585842559288809,0.07061531563526045,4.094673183676668
188,188,44934051,130588,8.01,77.12,0.788,58141.6770674525,GFU,GOLD,0.8999999999999999,5.4,0.0,0.0,1.0,0.0,0.0,1.0,1.403694909646613,21.54691917501314,0.446,1.3397930795560438,0.14000702293355197,3.8149383307241496
189,189,55489144,130597,23.77,207.51,0.362,58143.97573521594,GFU,BRONZE,1.14,1.58,0.0,0.0,1.0,0.0,0.0,1.0,7.109574193192092,56.96313303322296,0.02425,3.632354300697617,0.40756689181334066,3.3499999282679283
190,190,37366501,130639,-10.54,17.4,0.229,58154.00422026594,GFU,BRONZE,1.48,2.28,0.0,0.0,1.0,0.0,0.0,1.0,2.2665319443033987,12.148368861508748,0.6095,0.3107263845335409,-0.18514038867695395,3.648768959993423
191,191,80612787,130684,6.09,66.97,0.273,58162.37782304162,GFU,BRONZE,3.67,5.05,0.0,0.0,1.0,0.0,0.0,1.0,3.751070336547551,33.481850539103995,0.42525,1.1669735490518738,0.10981024878995448,3.192051935116705
192,192,25740057,130743,26.4,294.79,0.424,58177.57240411086,GFU,BRONZE,1.91,3.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
193,193,67186364,130797,5.53,287.18,0.388,58190.67858044863,GFU,BRONZE,0.6000000000000001,3.21,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
194,194,16289732,130801,0.78,58.71,0.36,58191.80396382706,GFU,BRONZE,2.02,3.56,0.0,0.0,1.0,0.2252262396722604,1.1670585967786289,0.2532,1.5829484170067172,29.155088001238052,0.663,1.0381797588762727,0.01562562903982418,3.449999957743176
195,195,3160265,130807,-1.42,271.71,0.391,58193.24266207089,GFU,BRONZE,2.5,4.62,0.0,0.0,1.0,5.091769797678553,2.163300283037201,0.0372,1.7819882990793339,18.39894761442944,0.69,4.728580224166389,-0.028702972039735035,2.8127375492531637
196,196,76035104,130912,0.56,218.5,0.6,58218.77679461517,GFU,GOLD,1.46,2.06,0.0,0.0,1.0,0.0,0.0,1.0,5.179898757373932,56.271630872649574,0.096,3.7838055184573864,0.017825232024252693,3.085906323364537
197,197,35022693,130932,-4.41,305.73,0.577,58225.2785126638,GFU,GOLD,1.42,5.18,0.0,0.0,1.0,0.14224833190212927,0.9150660877226632,0.278,3.669749213350972,34.47017275170521,0.171,5.326855125776742,-0.08389767672179048,4.230847602328094
198,198,32665194,131096,0.3,312.19,0.278,58266.50625455115,GFU,BRONZE,1.79,2.81,,,,,,,,,,,,
199,199,60192271,131134,-1.08,69.08,0.396,58277.59689648438,GFU,BRONZE,1.56,3.04,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
200,200,43542963,131145,3.73,338.69,0.25,58281.19039700799,GFU,BRONZE,6.51,10.81,0.0,0.0,1.0,0.0,0.0,1.0,6.191300780889956,50.99426287885706,0.511,5.976222949100769,0.0514722624743364,3.0473565504699986
201,201,9342044,131165,11.53,38.06,0.415,58282.98236039212,GFU,BRONZE,9.06,10.1,0.0,0.0,1.0,1.0607002486135353,1.0204899106306276,0.5552,14.93393653058696,6.686585556035824,0.0105,0.7154424367938205,0.21524499627104998,1.4779896497126572
202,202,73241305,131321,-17.74,74.14,0.178,58327.84471313767,GFU,BRONZE,1.1,0.79,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
203,203,57649537,131360,11.15,100.37,0.276,58337.20231338376,GFU,BRONZE,5.1,9.05,0.0,0.0,1.0,1.7144363192912517,1.4237633383967203,0.2892,7.575330943577388,8.80644888290479,0.17275,1.7348722777887182,0.18781548231279654,2.1310811822400333
